date,park_name,country,latitude,longitude,species_targeted,incident_type,moon_phase
2023-05-03,Kaziranga National Park,India,26.53426,93.18995,Indian Rhino,Gunshots Reported,First Quarter
2023-05-02,Kruger National Park,South Africa,-23.86085,31.6325,Pangolin,Footprints/Tracks,First Quarter
2023-05-02,Bandipur Tiger Reserve,India,11.63352,76.68501,Indian Leopard,Carcass Found,First Quarter
2023-05-02,Serengeti National Park,Tanzania,-2.26677,34.6636,Black Rhino,Snare Discovered,First Quarter
2023-05-01,Bandipur Tiger Reserve,India,11.71944,76.71489,Indian Leopard,Snare Discovered,First Quarter
2023-04-30,Serengeti National Park,Tanzania,-2.18066,34.72616,African Elephant,Footprints/Tracks,First Quarter
2023-04-28,Kaziranga National Park,India,26.57832,93.20297,Indian Rhino,Snare Discovered,New Moon
2023-04-27,Bandipur Tiger Reserve,India,11.67265,76.61337,Indian Leopard,Snare Discovered,New Moon
2023-04-27,Kaziranga National Park,India,26.53525,93.13274,Asian Elephant,Snare Discovered,New Moon
2023-04-27,Kaziranga National Park,India,26.55089,93.13883,Asian Elephant,Gunshots Reported,New Moon
2023-04-26,Bandipur Tiger Reserve,India,11.63833,76.60913,Asian Elephant,Gunshots Reported,New Moon
2023-04-26,Jim Corbett National Park,India,29.49303,78.86649,Asian Elephant,Carcass Found,New Moon
2023-04-24,Jim Corbett National Park,India,29.45855,78.7427,Asian Elephant,Snare Discovered,New Moon
2023-04-24,Kaziranga National Park,India,26.68973,93.12106,Bengal Tiger,Gunshots Reported,New Moon
2023-04-22,Jim Corbett National Park,India,29.51946,78.78522,Asian Elephant,Gunshots Reported,Last Quarter
2023-04-19,Kruger National Park,South Africa,-23.77181,31.63933,African Elephant,Snare Discovered,Last Quarter
2023-04-18,Kruger National Park,South Africa,-24.05755,31.57572,Pangolin,Illegal Camp Suspicion,Last Quarter
2023-04-15,Jim Corbett National Park,India,29.56146,78.86527,Asian Elephant,Snare Discovered,Last Quarter
2023-04-14,Kruger National Park,South Africa,-23.83371,31.52234,White Rhino,Footprints/Tracks,Last Quarter
2023-04-13,Jim Corbett National Park,India,29.54727,78.70236,Bengal Tiger,Snare Discovered,Full Moon
2023-04-12,Bandipur Tiger Reserve,India,11.63246,76.62854,Indian Leopard,Carcass Found,Full Moon
2023-04-12,Kruger National Park,South Africa,-24.14352,31.67942,Pangolin,Gunshots Reported,Full Moon
2023-04-10,Kruger National Park,South Africa,-24.07281,31.48854,Pangolin,Gunshots Reported,Full Moon
2023-04-09,Bandipur Tiger Reserve,India,11.65382,76.59946,Bengal Tiger,Footprints/Tracks,First Quarter
2023-04-08,Serengeti National Park,Tanzania,-2.48222,34.79005,Black Rhino,Gunshots Reported,First Quarter
2023-04-07,Kruger National Park,South Africa,-23.97179,31.54678,White Rhino,Snare Discovered,First Quarter
2023-04-04,Jim Corbett National Park,India,29.61495,78.83307,Bengal Tiger,Footprints/Tracks,First Quarter
2023-04-02,Kaziranga National Park,India,26.53522,93.15634,Indian Rhino,Illegal Camp Suspicion,First Quarter
2023-04-01,Kaziranga National Park,India,26.47088,93.12123,Asian Elephant,Illegal Camp Suspicion,First Quarter
2023-03-30,Bandipur Tiger Reserve,India,11.67418,76.6282,Asian Elephant,Illegal Camp Suspicion,New Moon
2023-03-28,Serengeti National Park,Tanzania,-2.45678,34.78211,Black Rhino,Carcass Found,New Moon
2023-03-28,Serengeti National Park,Tanzania,-2.20947,34.84357,African Lion,Carcass Found,New Moon
2023-03-26,Kaziranga National Park,India,26.53217,93.16493,Bengal Tiger,Snare Discovered,New Moon
2023-03-26,Jim Corbett National Park,India,29.50919,78.79933,Asian Elephant,Carcass Found,New Moon
2023-03-25,Bandipur Tiger Reserve,India,11.6977,76.62529,Asian Elephant,Snare Discovered,New Moon
2023-03-24,Kaziranga National Park,India,26.59033,93.16505,Bengal Tiger,Snare Discovered,New Moon
2023-03-24,Kruger National Park,South Africa,-23.91931,31.48592,Pangolin,Snare Discovered,New Moon
2023-03-23,Serengeti National Park,Tanzania,-2.18383,34.95362,African Lion,Footprints/Tracks,Last Quarter
2023-03-23,Kaziranga National Park,India,26.57142,93.16788,Asian Elephant,Snare Discovered,Last Quarter
2023-03-23,Serengeti National Park,Tanzania,-2.2068,34.78087,African Elephant,Snare Discovered,Last Quarter
2023-03-22,Kaziranga National Park,India,26.59995,93.15207,Asian Elephant,Footprints/Tracks,Last Quarter
2023-03-20,Kruger National Park,South Africa,-24.07002,31.62327,African Elephant,Gunshots Reported,Last Quarter
2023-03-16,Jim Corbett National Park,India,29.51145,78.74268,Bengal Tiger,Footprints/Tracks,Last Quarter
2023-03-14,Kaziranga National Park,India,26.47904,93.21115,Indian Rhino,Carcass Found,Full Moon
2023-03-14,Jim Corbett National Park,India,29.55487,78.72687,Bengal Tiger,Gunshots Reported,Full Moon
2023-03-13,Kaziranga National Park,India,26.55812,93.11765,Bengal Tiger,Carcass Found,Full Moon
2023-03-13,Bandipur Tiger Reserve,India,11.58291,76.63636,Asian Elephant,Illegal Camp Suspicion,Full Moon
2023-03-11,Kaziranga National Park,India,26.68458,93.08505,Indian Rhino,Carcass Found,Full Moon
2023-03-11,Serengeti National Park,Tanzania,-2.24869,34.87947,African Elephant,Gunshots Reported,Full Moon
2023-03-11,Jim Corbett National Park,India,29.56155,78.80319,Bengal Tiger,Gunshots Reported,Full Moon
2023-03-09,Kaziranga National Park,India,26.51764,93.13595,Asian Elephant,Snare Discovered,First Quarter
2023-03-08,Kruger National Park,South Africa,-23.71325,31.37524,White Rhino,Gunshots Reported,First Quarter
2023-03-08,Jim Corbett National Park,India,29.51168,78.81153,Bengal Tiger,Gunshots Reported,First Quarter
2023-03-07,Bandipur Tiger Reserve,India,11.71577,76.64739,Indian Leopard,Snare Discovered,First Quarter
2023-03-06,Kruger National Park,South Africa,-23.87555,31.64619,African Elephant,Footprints/Tracks,First Quarter
2023-03-06,Kruger National Park,South Africa,-24.00128,31.56594,Pangolin,Gunshots Reported,First Quarter
2023-03-04,Bandipur Tiger Reserve,India,11.65271,76.68444,Bengal Tiger,Footprints/Tracks,First Quarter
2023-03-02,Serengeti National Park,Tanzania,-2.41225,34.67377,African Lion,Snare Discovered,First Quarter
2023-03-01,Bandipur Tiger Reserve,India,11.69039,76.59419,Indian Leopard,Snare Discovered,First Quarter
2023-02-28,Serengeti National Park,Tanzania,-2.49811,34.68114,African Lion,Footprints/Tracks,New Moon
2023-02-28,Kruger National Park,South Africa,-24.03986,31.48112,African Elephant,Footprints/Tracks,New Moon
2023-02-26,Kaziranga National Park,India,26.59038,93.15658,Asian Elephant,Gunshots Reported,New Moon
2023-02-26,Serengeti National Park,Tanzania,-2.46871,34.82745,African Lion,Snare Discovered,New Moon
2023-02-25,Jim Corbett National Park,India,29.53352,78.77843,Bengal Tiger,Illegal Camp Suspicion,New Moon
2023-02-24,Kaziranga National Park,India,26.59885,93.1451,Indian Rhino,Snare Discovered,New Moon
2023-02-24,Jim Corbett National Park,India,29.56021,78.7227,Bengal Tiger,Snare Discovered,New Moon
2023-02-24,Bandipur Tiger Reserve,India,11.61558,76.56333,Bengal Tiger,Carcass Found,New Moon
2023-02-24,Kaziranga National Park,India,26.6698,93.12874,Bengal Tiger,Gunshots Reported,New Moon
2023-02-23,Kruger National Park,South Africa,-23.95925,31.57002,African Elephant,Footprints/Tracks,New Moon
2023-02-22,Jim Corbett National Park,India,29.48175,78.81215,Asian Elephant,Snare Discovered,Last Quarter
2023-02-22,Bandipur Tiger Reserve,India,11.62243,76.61996,Bengal Tiger,Snare Discovered,Last Quarter
2023-02-21,Serengeti National Park,Tanzania,-2.58601,34.85197,African Lion,Footprints/Tracks,Last Quarter
2023-02-21,Kruger National Park,South Africa,-24.12933,31.51291,African Elephant,Illegal Camp Suspicion,Last Quarter
2023-02-20,Serengeti National Park,Tanzania,-2.31854,35.04755,African Lion,Snare Discovered,Last Quarter
2023-02-19,Kaziranga National Park,India,26.53862,93.17474,Bengal Tiger,Snare Discovered,Last Quarter
2023-02-19,Bandipur Tiger Reserve,India,11.65913,76.64447,Asian Elephant,Snare Discovered,Last Quarter
2023-02-17,Kruger National Park,South Africa,-23.95472,31.61377,African Elephant,Snare Discovered,Last Quarter
2023-02-17,Jim Corbett National Park,India,29.5917,78.80256,Asian Elephant,Gunshots Reported,Last Quarter
2023-02-16,Serengeti National Park,Tanzania,-2.2938,34.77916,Black Rhino,Snare Discovered,Last Quarter
2023-02-15,Serengeti National Park,Tanzania,-2.31208,34.83503,African Lion,Footprints/Tracks,Last Quarter
2023-02-15,Kruger National Park,South Africa,-24.18875,31.51119,African Elephant,Carcass Found,Last Quarter
2023-02-13,Kaziranga National Park,India,26.61405,93.1712,Bengal Tiger,Carcass Found,Full Moon
2023-02-12,Jim Corbett National Park,India,29.54255,78.79944,Asian Elephant,Gunshots Reported,Full Moon
2023-02-11,Kaziranga National Park,India,26.56421,93.23706,Indian Rhino,Illegal Camp Suspicion,Full Moon
2023-02-09,Kaziranga National Park,India,26.54173,93.10929,Indian Rhino,Snare Discovered,First Quarter
2023-02-08,Jim Corbett National Park,India,29.51732,78.72736,Bengal Tiger,Snare Discovered,First Quarter
2023-02-08,Serengeti National Park,Tanzania,-2.23105,35.03859,African Lion,Snare Discovered,First Quarter
2023-02-05,Kaziranga National Park,India,26.57556,93.20137,Indian Rhino,Carcass Found,First Quarter
2023-02-04,Serengeti National Park,Tanzania,-2.49552,34.9488,African Lion,Snare Discovered,First Quarter
2023-02-04,Kaziranga National Park,India,26.54744,93.24957,Indian Rhino,Footprints/Tracks,First Quarter
2023-02-04,Bandipur Tiger Reserve,India,11.64793,76.64007,Asian Elephant,Illegal Camp Suspicion,First Quarter
2023-02-03,Kaziranga National Park,India,26.72336,93.22037,Bengal Tiger,Snare Discovered,First Quarter
2023-02-03,Bandipur Tiger Reserve,India,11.67389,76.59762,Asian Elephant,Footprints/Tracks,First Quarter
2023-02-02,Serengeti National Park,Tanzania,-2.32293,34.82701,African Elephant,Snare Discovered,First Quarter
2023-02-02,Serengeti National Park,Tanzania,-2.33217,34.78999,African Elephant,Gunshots Reported,First Quarter
2023-01-31,Serengeti National Park,Tanzania,-2.44297,34.90266,African Elephant,Snare Discovered,First Quarter
2023-01-31,Kaziranga National Park,India,26.50221,93.11272,Asian Elephant,Snare Discovered,First Quarter
2023-01-28,Serengeti National Park,Tanzania,-2.35186,34.97059,African Elephant,Gunshots Reported,New Moon
2023-01-27,Kruger National Park,South Africa,-24.07929,31.70003,African Elephant,Gunshots Reported,New Moon
2023-01-27,Kaziranga National Park,India,26.67854,93.07548,Asian Elephant,Illegal Camp Suspicion,New Moon
2023-01-26,Serengeti National Park,Tanzania,-2.24589,34.74669,Black Rhino,Snare Discovered,New Moon
2023-01-26,Kruger National Park,South Africa,-23.88683,31.39765,White Rhino,Gunshots Reported,New Moon
2023-01-25,Serengeti National Park,Tanzania,-2.26514,34.63627,African Lion,Gunshots Reported,New Moon
2023-01-25,Jim Corbett National Park,India,29.58161,78.81307,Asian Elephant,Illegal Camp Suspicion,New Moon
2023-01-25,Bandipur Tiger Reserve,India,11.65295,76.61033,Indian Leopard,Footprints/Tracks,New Moon
2023-01-24,Jim Corbett National Park,India,29.59178,78.79047,Bengal Tiger,Footprints/Tracks,New Moon
2023-01-24,Jim Corbett National Park,India,29.4167,78.72981,Bengal Tiger,Snare Discovered,New Moon
2023-01-23,Kaziranga National Park,India,26.61123,93.17385,Bengal Tiger,Snare Discovered,Last Quarter
2023-01-23,Bandipur Tiger Reserve,India,11.70118,76.62509,Bengal Tiger,Snare Discovered,Last Quarter
2023-01-22,Serengeti National Park,Tanzania,-2.38042,34.99124,African Lion,Snare Discovered,Last Quarter
2023-01-21,Serengeti National Park,Tanzania,-2.43608,34.85432,African Elephant,Gunshots Reported,Last Quarter
2023-01-20,Serengeti National Park,Tanzania,-2.06317,34.87261,Black Rhino,Snare Discovered,Last Quarter
2023-01-18,Kruger National Park,South Africa,-23.91392,31.49311,African Elephant,Gunshots Reported,Last Quarter
2023-01-18,Kruger National Park,South Africa,-24.05154,31.68228,African Elephant,Snare Discovered,Last Quarter
2023-01-18,Serengeti National Park,Tanzania,-2.39207,34.94708,African Lion,Snare Discovered,Last Quarter
2023-01-16,Serengeti National Park,Tanzania,-2.54471,34.81904,African Lion,Gunshots Reported,Last Quarter
2023-01-16,Jim Corbett National Park,India,29.49372,78.68058,Asian Elephant,Carcass Found,Last Quarter
2023-01-15,Serengeti National Park,Tanzania,-2.25776,34.76169,African Lion,Carcass Found,Last Quarter
2023-01-14,Kaziranga National Park,India,26.49157,93.08876,Asian Elephant,Gunshots Reported,Full Moon
2023-01-13,Jim Corbett National Park,India,29.51475,78.70802,Asian Elephant,Gunshots Reported,Full Moon
2023-01-13,Jim Corbett National Park,India,29.52187,78.84799,Asian Elephant,Illegal Camp Suspicion,Full Moon
2023-01-10,Serengeti National Park,Tanzania,-2.38548,34.81889,African Lion,Illegal Camp Suspicion,First Quarter
2023-01-09,Kruger National Park,South Africa,-23.93899,31.62858,African Elephant,Snare Discovered,First Quarter
2023-01-09,Jim Corbett National Park,India,29.60998,78.75524,Bengal Tiger,Footprints/Tracks,First Quarter
2023-01-06,Jim Corbett National Park,India,29.60596,78.74041,Asian Elephant,Snare Discovered,First Quarter
2023-01-05,Bandipur Tiger Reserve,India,11.67362,76.70651,Bengal Tiger,Snare Discovered,First Quarter
2023-01-05,Serengeti National Park,Tanzania,-2.44712,34.95265,African Elephant,Snare Discovered,First Quarter
2023-01-04,Jim Corbett National Park,India,29.60201,78.74542,Asian Elephant,Gunshots Reported,First Quarter
2023-01-04,Kaziranga National Park,India,26.5125,93.07839,Asian Elephant,Illegal Camp Suspicion,First Quarter
2023-01-03,Bandipur Tiger Reserve,India,11.69373,76.57574,Asian Elephant,Gunshots Reported,First Quarter
2023-01-03,Serengeti National Park,Tanzania,-2.28514,34.85548,African Elephant,Footprints/Tracks,First Quarter
2023-01-02,Kruger National Park,South Africa,-23.90776,31.35874,White Rhino,Footprints/Tracks,First Quarter
2022-12-31,Serengeti National Park,Tanzania,-2.49695,34.81854,Black Rhino,Snare Discovered,New Moon
2022-12-30,Kaziranga National Park,India,26.52713,93.11346,Asian Elephant,Gunshots Reported,New Moon
2022-12-30,Kruger National Park,South Africa,-23.95667,31.40243,White Rhino,Footprints/Tracks,New Moon
2022-12-29,Kruger National Park,South Africa,-23.97991,31.43759,African Elephant,Snare Discovered,New Moon
2022-12-29,Serengeti National Park,Tanzania,-2.33865,34.83452,Black Rhino,Gunshots Reported,New Moon
2022-12-29,Serengeti National Park,Tanzania,-2.255,34.87466,African Lion,Carcass Found,New Moon
2022-12-29,Kruger National Park,South Africa,-23.91568,31.58798,White Rhino,Carcass Found,New Moon
2022-12-28,Jim Corbett National Park,India,29.58077,78.78022,Bengal Tiger,Snare Discovered,New Moon
2022-12-28,Serengeti National Park,Tanzania,-2.45992,34.84775,Black Rhino,Footprints/Tracks,New Moon
2022-12-28,Kaziranga National Park,India,26.58023,93.11094,Asian Elephant,Snare Discovered,New Moon
2022-12-27,Kaziranga National Park,India,26.59665,93.22336,Asian Elephant,Snare Discovered,New Moon
2022-12-22,Bandipur Tiger Reserve,India,11.64546,76.66432,Indian Leopard,Illegal Camp Suspicion,Last Quarter
2022-12-21,Kruger National Park,South Africa,-23.81624,31.24906,White Rhino,Footprints/Tracks,Last Quarter
2022-12-20,Serengeti National Park,Tanzania,-2.31185,34.89627,Black Rhino,Snare Discovered,Last Quarter
2022-12-18,Jim Corbett National Park,India,29.53945,78.74184,Bengal Tiger,Gunshots Reported,Last Quarter
2022-12-17,Kruger National Park,South Africa,-23.72078,31.41081,Pangolin,Gunshots Reported,Last Quarter
2022-12-17,Kruger National Park,South Africa,-24.12233,31.39171,Pangolin,Footprints/Tracks,Last Quarter
2022-12-17,Bandipur Tiger Reserve,India,11.64284,76.58897,Asian Elephant,Gunshots Reported,Last Quarter
2022-12-15,Jim Corbett National Park,India,29.53161,78.6799,Bengal Tiger,Carcass Found,Full Moon
2022-12-14,Kaziranga National Park,India,26.54488,93.13812,Asian Elephant,Gunshots Reported,Full Moon
2022-12-13,Jim Corbett National Park,India,29.47333,78.78956,Asian Elephant,Snare Discovered,Full Moon
2022-12-12,Kaziranga National Park,India,26.58513,93.12454,Bengal Tiger,Snare Discovered,First Quarter
2022-12-12,Kruger National Park,South Africa,-23.91013,31.38375,White Rhino,Snare Discovered,First Quarter
2022-12-12,Serengeti National Park,Tanzania,-2.50832,34.71091,African Lion,Illegal Camp Suspicion,First Quarter
2022-12-12,Jim Corbett National Park,India,29.54332,78.81211,Bengal Tiger,Illegal Camp Suspicion,First Quarter
2022-12-12,Jim Corbett National Park,India,29.56996,78.70019,Bengal Tiger,Carcass Found,First Quarter
2022-12-12,Serengeti National Park,Tanzania,-2.19589,34.95601,African Lion,Footprints/Tracks,First Quarter
2022-12-10,Serengeti National Park,Tanzania,-2.23124,34.8421,African Lion,Snare Discovered,First Quarter
2022-12-09,Serengeti National Park,Tanzania,-2.29606,34.78114,African Lion,Carcass Found,First Quarter
2022-12-09,Serengeti National Park,Tanzania,-2.47391,34.65595,Black Rhino,Snare Discovered,First Quarter
2022-12-07,Jim Corbett National Park,India,29.44373,78.87111,Asian Elephant,Carcass Found,First Quarter
2022-12-04,Kruger National Park,South Africa,-24.02185,31.51214,African Elephant,Gunshots Reported,First Quarter
2022-12-04,Serengeti National Park,Tanzania,-2.35825,34.75552,African Elephant,Snare Discovered,First Quarter
2022-12-04,Serengeti National Park,Tanzania,-2.50183,34.84629,African Elephant,Footprints/Tracks,First Quarter
2022-12-02,Serengeti National Park,Tanzania,-2.28012,34.66871,Black Rhino,Snare Discovered,New Moon
2022-12-01,Kruger National Park,South Africa,-23.96322,31.4241,Pangolin,Snare Discovered,New Moon
2022-11-30,Kaziranga National Park,India,26.58479,93.09332,Asian Elephant,Footprints/Tracks,New Moon
2022-11-30,Serengeti National Park,Tanzania,-2.37011,34.87406,African Elephant,Illegal Camp Suspicion,New Moon
2022-11-30,Jim Corbett National Park,India,29.48681,78.79193,Bengal Tiger,Snare Discovered,New Moon
2022-11-29,Serengeti National Park,Tanzania,-2.48491,34.90266,African Elephant,Footprints/Tracks,New Moon
2022-11-27,Kruger National Park,South Africa,-24.19472,31.66752,African Elephant,Snare Discovered,New Moon
2022-11-26,Kruger National Park,South Africa,-23.92616,31.6522,Pangolin,Snare Discovered,New Moon
2022-11-25,Kruger National Park,South Africa,-24.0788,31.70191,White Rhino,Snare Discovered,Last Quarter
2022-11-24,Kaziranga National Park,India,26.52733,93.20751,Asian Elephant,Snare Discovered,Last Quarter
2022-11-24,Kaziranga National Park,India,26.45573,93.20348,Indian Rhino,Carcass Found,Last Quarter
2022-11-23,Serengeti National Park,Tanzania,-2.50542,34.81243,African Elephant,Illegal Camp Suspicion,Last Quarter
2022-11-21,Kruger National Park,South Africa,-24.03092,31.70826,African Elephant,Illegal Camp Suspicion,Last Quarter
2022-11-21,Bandipur Tiger Reserve,India,11.65651,76.65829,Bengal Tiger,Snare Discovered,Last Quarter
2022-11-20,Kruger National Park,South Africa,-23.9693,31.69523,White Rhino,Snare Discovered,Last Quarter
2022-11-20,Kruger National Park,South Africa,-23.99213,31.46111,Pangolin,Snare Discovered,Last Quarter
2022-11-20,Jim Corbett National Park,India,29.60515,78.72465,Bengal Tiger,Illegal Camp Suspicion,Last Quarter
2022-11-18,Serengeti National Park,Tanzania,-2.24342,34.7588,African Elephant,Footprints/Tracks,Last Quarter
2022-11-17,Kruger National Park,South Africa,-24.10529,31.68578,Pangolin,Gunshots Reported,Last Quarter
2022-11-14,Kruger National Park,South Africa,-24.05113,31.55151,White Rhino,Gunshots Reported,Full Moon
2022-11-12,Bandipur Tiger Reserve,India,11.68564,76.55938,Asian Elephant,Snare Discovered,First Quarter
2022-11-09,Kaziranga National Park,India,26.53941,93.17927,Bengal Tiger,Gunshots Reported,First Quarter
2022-11-06,Bandipur Tiger Reserve,India,11.63467,76.63101,Asian Elephant,Snare Discovered,First Quarter
2022-11-03,Kaziranga National Park,India,26.5436,93.17628,Indian Rhino,Footprints/Tracks,First Quarter
2022-11-03,Serengeti National Park,Tanzania,-2.47775,34.84501,African Elephant,Footprints/Tracks,First Quarter
2022-11-03,Serengeti National Park,Tanzania,-2.39306,34.73647,African Elephant,Footprints/Tracks,First Quarter
2022-11-02,Kaziranga National Park,India,26.51906,93.16639,Bengal Tiger,Snare Discovered,New Moon
2022-11-01,Kaziranga National Park,India,26.48317,93.13419,Asian Elephant,Illegal Camp Suspicion,New Moon
2022-10-31,Kruger National Park,South Africa,-23.89305,31.64416,White Rhino,Footprints/Tracks,New Moon
2022-10-30,Jim Corbett National Park,India,29.60796,78.65322,Asian Elephant,Illegal Camp Suspicion,New Moon
2022-10-29,Jim Corbett National Park,India,29.55003,78.78323,Bengal Tiger,Illegal Camp Suspicion,New Moon
2022-10-29,Kaziranga National Park,India,26.66481,93.1658,Asian Elephant,Illegal Camp Suspicion,New Moon
2022-10-29,Kaziranga National Park,India,26.58302,93.16931,Asian Elephant,Gunshots Reported,New Moon
2022-10-27,Kaziranga National Park,India,26.54551,93.15912,Asian Elephant,Gunshots Reported,Last Quarter
2022-10-26,Kruger National Park,South Africa,-24.31277,31.38276,Pangolin,Footprints/Tracks,Last Quarter
2022-10-26,Kruger National Park,South Africa,-23.87524,31.3008,Pangolin,Footprints/Tracks,Last Quarter
2022-10-24,Jim Corbett National Park,India,29.57803,78.79685,Bengal Tiger,Illegal Camp Suspicion,Last Quarter
2022-10-23,Kaziranga National Park,India,26.64968,93.12811,Indian Rhino,Carcass Found,Last Quarter
2022-10-23,Serengeti National Park,Tanzania,-2.44381,34.98276,African Lion,Snare Discovered,Last Quarter
2022-10-22,Kruger National Park,South Africa,-23.82718,31.56988,African Elephant,Snare Discovered,Last Quarter
2022-10-22,Kaziranga National Park,India,26.58784,93.15742,Bengal Tiger,Gunshots Reported,Last Quarter
2022-10-21,Bandipur Tiger Reserve,India,11.59588,76.59032,Asian Elephant,Snare Discovered,Last Quarter
2022-10-21,Jim Corbett National Park,India,29.56454,78.85979,Bengal Tiger,Gunshots Reported,Last Quarter
2022-10-20,Kruger National Park,South Africa,-24.12236,31.67844,White Rhino,Footprints/Tracks,Last Quarter
2022-10-18,Kaziranga National Park,India,26.62014,93.12581,Indian Rhino,Snare Discovered,Full Moon
2022-10-16,Serengeti National Park,Tanzania,-2.32247,34.79833,African Elephant,Illegal Camp Suspicion,Full Moon
2022-10-16,Serengeti National Park,Tanzania,-2.27172,34.82468,African Lion,Snare Discovered,Full Moon
2022-10-15,Kaziranga National Park,India,26.56151,93.20161,Bengal Tiger,Gunshots Reported,Full Moon
2022-10-14,Serengeti National Park,Tanzania,-2.41078,34.87725,Black Rhino,Illegal Camp Suspicion,First Quarter
2022-10-13,Bandipur Tiger Reserve,India,11.59553,76.64491,Bengal Tiger,Gunshots Reported,First Quarter
2022-10-12,Serengeti National Park,Tanzania,-2.36756,34.53106,African Lion,Gunshots Reported,First Quarter
2022-10-10,Kaziranga National Park,India,26.4963,93.27017,Indian Rhino,Gunshots Reported,First Quarter
2022-10-10,Kaziranga National Park,India,26.54358,93.15979,Asian Elephant,Snare Discovered,First Quarter
2022-10-09,Serengeti National Park,Tanzania,-2.27709,34.66702,Black Rhino,Snare Discovered,First Quarter
2022-10-07,Kruger National Park,South Africa,-24.17772,31.50938,White Rhino,Gunshots Reported,First Quarter
2022-10-05,Jim Corbett National Park,India,29.43042,78.77993,Bengal Tiger,Snare Discovered,First Quarter
2022-10-03,Kaziranga National Park,India,26.54235,93.10217,Indian Rhino,Snare Discovered,New Moon
2022-10-02,Kruger National Park,South Africa,-24.06009,31.50307,African Elephant,Illegal Camp Suspicion,New Moon
2022-09-28,Kruger National Park,South Africa,-24.16723,31.73145,African Elephant,Footprints/Tracks,New Moon
2022-09-26,Kaziranga National Park,India,26.58166,93.19635,Asian Elephant,Snare Discovered,Last Quarter
2022-09-23,Jim Corbett National Park,India,29.56465,78.75249,Bengal Tiger,Snare Discovered,Last Quarter
2022-09-23,Jim Corbett National Park,India,29.58019,78.84263,Bengal Tiger,Gunshots Reported,Last Quarter
2022-09-22,Jim Corbett National Park,India,29.54509,78.79514,Asian Elephant,Illegal Camp Suspicion,Last Quarter
2022-09-22,Kaziranga National Park,India,26.66389,93.10847,Bengal Tiger,Carcass Found,Last Quarter
2022-09-21,Jim Corbett National Park,India,29.4145,78.74765,Bengal Tiger,Footprints/Tracks,Last Quarter
2022-09-21,Jim Corbett National Park,India,29.42549,78.72333,Bengal Tiger,Footprints/Tracks,Last Quarter
2022-09-20,Bandipur Tiger Reserve,India,11.69022,76.61434,Asian Elephant,Illegal Camp Suspicion,Last Quarter
2022-09-20,Kruger National Park,South Africa,-24.15098,31.65785,African Elephant,Carcass Found,Last Quarter
2022-09-14,Bandipur Tiger Reserve,India,11.68763,76.59542,Indian Leopard,Illegal Camp Suspicion,First Quarter
2022-09-12,Kruger National Park,South Africa,-23.95743,31.38059,African Elephant,Snare Discovered,First Quarter
2022-09-08,Kruger National Park,South Africa,-24.31241,31.45727,African Elephant,Snare Discovered,First Quarter
2022-09-08,Bandipur Tiger Reserve,India,11.62334,76.60073,Bengal Tiger,Illegal Camp Suspicion,First Quarter
2022-09-08,Serengeti National Park,Tanzania,-2.31346,35.0819,African Lion,Gunshots Reported,First Quarter
2022-09-08,Bandipur Tiger Reserve,India,11.68948,76.66505,Indian Leopard,Gunshots Reported,First Quarter
2022-09-07,Kaziranga National Park,India,26.5616,93.13629,Bengal Tiger,Gunshots Reported,First Quarter
2022-09-07,Kruger National Park,South Africa,-23.98289,31.54708,White Rhino,Carcass Found,First Quarter
2022-09-06,Kaziranga National Park,India,26.61324,93.20085,Indian Rhino,Footprints/Tracks,First Quarter
2022-09-05,Kruger National Park,South Africa,-23.88269,31.65644,African Elephant,Snare Discovered,First Quarter
2022-09-05,Bandipur Tiger Reserve,India,11.59837,76.5693,Indian Leopard,Gunshots Reported,First Quarter
2022-09-04,Kaziranga National Park,India,26.68371,93.25646,Indian Rhino,Snare Discovered,New Moon
2022-09-03,Kruger National Park,South Africa,-24.06112,31.72571,Pangolin,Gunshots Reported,New Moon
2022-09-02,Kaziranga National Park,India,26.53337,93.20369,Indian Rhino,Snare Discovered,New Moon
2022-09-02,Kaziranga National Park,India,26.61662,93.22409,Indian Rhino,Gunshots Reported,New Moon
2022-09-01,Serengeti National Park,Tanzania,-2.41983,34.94469,African Elephant,Snare Discovered,New Moon
2022-09-01,Bandipur Tiger Reserve,India,11.66608,76.55523,Indian Leopard,Footprints/Tracks,New Moon
2022-08-31,Kruger National Park,South Africa,-24.17166,31.3376,African Elephant,Illegal Camp Suspicion,New Moon
2022-08-31,Jim Corbett National Park,India,29.56683,78.77678,Bengal Tiger,Snare Discovered,New Moon
2022-08-30,Kruger National Park,South Africa,-23.98705,31.63767,Pangolin,Gunshots Reported,New Moon
2022-08-29,Kaziranga National Park,India,26.6395,93.2836,Indian Rhino,Gunshots Reported,New Moon
2022-08-29,Kaziranga National Park,India,26.5113,93.19233,Indian Rhino,Illegal Camp Suspicion,New Moon
2022-08-29,Kruger National Park,South Africa,-24.10192,31.56572,African Elephant,Footprints/Tracks,New Moon
2022-08-25,Kruger National Park,South Africa,-24.11896,31.48746,White Rhino,Snare Discovered,Last Quarter
2022-08-24,Serengeti National Park,Tanzania,-2.43108,34.8069,Black Rhino,Gunshots Reported,Last Quarter
2022-08-24,Jim Corbett National Park,India,29.48591,78.74597,Asian Elephant,Carcass Found,Last Quarter
2022-08-24,Jim Corbett National Park,India,29.43709,78.7514,Asian Elephant,Snare Discovered,Last Quarter
